LAMMPS data file via write_data, version 20 Nov 2019, timestep = 112

480 atoms
1 atom types

-2.7439195751265694e-01 1.6531891957512677e+01 xlo xhi
-2.8674655772174606e-01 1.7276246557721763e+01 ylo yhi
-2.9099134180997860e-01 1.7531991341809949e+01 zlo zhi

Masses

1 12.011

Atoms # atomic

29 1 -2.7046673286715595e-01 2.2706099941512061e+00 3.9322362468573933e+00 0 0 0
30 1 1.3355649854419320e+00 1.3819240598846497e-01 3.0515577463214028e+00 0 0 0
31 1 6.7644512257255240e-01 9.0674401449693165e-01 2.1034242814007458e+00 0 0 0
32 1 -1.7189144593706690e-01 1.9946710098508276e+00 2.5521067845219965e+00 0 0 0
36 1 3.4764577543171726e+00 -1.7744538063437063e-01 4.0388222809338634e+00 0 0 0
40 1 3.3872997813023380e+00 1.8281582583751321e-01 1.5452050441929999e+00 0 0 0
41 1 8.7859631370563629e-01 2.6741332544148357e+00 5.7032421025804991e-01 0 0 0
42 1 1.3238534856585495e+00 1.3220531718054418e+00 8.6528709316742503e-01 0 0 0
43 1 2.6690446381504778e+00 9.8079122389973494e-01 6.2725877973312882e-01 0 0 0
44 1 1.7508893612724152e+00 3.6240348457976790e+00 7.5746967620175534e-02 0 0 0
47 1 -5.8348406328890393e-02 3.0763461250222459e+00 1.5961237245819315e+00 0 0 0
57 1 3.5916745169440989e+00 1.8861494552389713e+00 4.4919434595749382e-02 0 0 0
5 1 6.3141367850204020e+00 1.7401419767325537e+00 3.0941848628796400e+00 0 0 0
8 1 6.4265705016792394e+00 2.7964731607539068e+00 2.1656979076957934e+00 0 0 0
34 1 4.8060211599063702e+00 1.9858198606147770e-01 4.0313577790513309e+00 0 0 0
38 1 5.4565263098726824e+00 6.0675838698364304e-01 2.7972507719776503e+00 0 0 0
39 1 4.7495872701412907e+00 5.9349044223431879e-01 1.5791442866498415e+00 0 0 0
58 1 4.8825304053316323e+00 1.6736277816429834e+00 6.1706057957692972e-01 0 0 0
59 1 5.7186147728232104e+00 2.7673505672526275e+00 8.9767094026799477e-01 0 0 0
269 1 8.1326752215778857e+00 2.2706099995785558e+00 3.9322362480642843e+00 0 0 0
270 1 9.7387069438693956e+00 1.3819240529113572e-01 3.0515577451908493e+00 0 0 0
271 1 9.0795870802304730e+00 9.0674401432375251e-01 2.1034242815403852e+00 0 0 0
272 1 8.2312505117017167e+00 1.9946710093545359e+00 2.5521067853788337e+00 0 0 0
276 1 1.1879599711566783e+01 -1.7744537718132272e-01 4.0388222816524921e+00 0 0 0
280 1 1.1790441739821190e+01 1.8281582759415974e-01 1.5452050433657936e+00 0 0 0
281 1 9.2817382710562644e+00 2.6741332568479357e+00 5.7032421299790603e-01 0 0 0
282 1 9.7269954428770209e+00 1.3220531719859587e+00 8.6528709378588509e-01 0 0 0
283 1 1.1072186595780961e+01 9.8079122319784340e-01 6.2725878012919645e-01 0 0 0
284 1 1.0154031318447728e+01 3.6240348446681057e+00 7.5746966497808224e-02 0 0 0
287 1 8.3447935502648836e+00 3.0763461244847443e+00 1.5961237267304396e+00 0 0 0
297 1 1.1994816474485017e+01 1.8861494551884650e+00 4.4919436038022342e-02 0 0 0
245 1 1.4717278743332786e+01 1.7401419770201110e+00 3.0941848636202005e+00 0 0 0
248 1 1.4829712454986423e+01 2.7964731559615035e+00 2.1656979027624335e+00 0 0 0
274 1 1.3209163116792466e+01 1.9858198665975227e-01 4.0313577795456315e+00 0 0 0
